,Thrombolysis_rate_(%)_(median),Thrombolysis_rate_(%)_(low_5%),Thrombolysis_rate_(%)_(high_95%),Thrombolysis_rate_(%)_(mean),Thrombolysis_rate_(%)_(stdev),Thrombolysis_rate_(%)_(95ci),Thrombectomy_rate_(%)_(median),Thrombectomy_rate_(%)_(low_5%),Thrombectomy_rate_(%)_(high_95%),Thrombectomy_rate_(%)_(mean),Thrombectomy_rate_(%)_(stdev),Thrombectomy_rate_(%)_(95ci),LVO_IVT_mean_shift_(median),LVO_IVT_mean_shift_(low_5%),LVO_IVT_mean_shift_(high_95%),LVO_IVT_mean_shift_(mean),LVO_IVT_mean_shift_(stdev),LVO_IVT_mean_shift_(95ci),LVO_MT_mean_shift_(median),LVO_MT_mean_shift_(low_5%),LVO_MT_mean_shift_(high_95%),LVO_MT_mean_shift_(mean),LVO_MT_mean_shift_(stdev),LVO_MT_mean_shift_(95ci),nLVO_IVT_mean_shift_(median),nLVO_IVT_mean_shift_(low_5%),nLVO_IVT_mean_shift_(high_95%),nLVO_IVT_mean_shift_(mean),nLVO_IVT_mean_shift_(stdev),nLVO_IVT_mean_shift_(95ci),LVO_IVT_mean_added_utility_(median),LVO_IVT_mean_added_utility_(low_5%),LVO_IVT_mean_added_utility_(high_95%),LVO_IVT_mean_added_utility_(mean),LVO_IVT_mean_added_utility_(stdev),LVO_IVT_mean_added_utility_(95ci),LVO_MT_mean_added_utility_(median),LVO_MT_mean_added_utility_(low_5%),LVO_MT_mean_added_utility_(high_95%),LVO_MT_mean_added_utility_(mean),LVO_MT_mean_added_utility_(stdev),LVO_MT_mean_added_utility_(95ci),nLVO_IVT_mean_added_utility_(median),nLVO_IVT_mean_added_utility_(low_5%),nLVO_IVT_mean_added_utility_(high_95%),nLVO_IVT_mean_added_utility_(mean),nLVO_IVT_mean_added_utility_(stdev),nLVO_IVT_mean_added_utility_(95ci),onset_to_needle_mins(mean),onset_to_puncture_mins(mean)
University Hospital of Wales,10.932944606413994,7.521865889212828,13.731778425655977,10.67055393586006,2.2381355367128912,1.3871852872789532,0.7288629737609329,0.13119533527696794,1.6472303206997077,0.8163265306122449,0.5633188239529422,0.3491422086896814,-0.08525654304311654,-0.1121666288571282,-0.07025192768174529,-0.08874211071931211,0.014958008143544888,0.0092708991405403,-0.5671842358390036,-0.7538234098909894,-0.15224404731307606,-0.5093527368885362,0.2310337861017345,0.1431935929203697,-0.3936002195963526,-0.4429240950891725,-0.3495657252730898,-0.39607021574514,0.03491286286392797,0.021638818966592976,0.020883421052025314,0.018095136433267236,0.025884229551375072,0.021523563933195357,0.002781214964396074,0.0017237832187037942,0.1141947868949584,0.03493806386144256,0.14978202830332116,0.10328512917675528,0.044138517319463035,0.02735683376789204,0.07338801639379618,0.06543076597497952,0.08199504212277374,0.07374829597146955,0.006202245306297728,0.003844120829977621,187.1276930149796,271.7261904761905
University Hospitals Bristol Inpatient Team,9.840425531914894,7.606382978723404,12.23404255319149,9.920212765957448,1.6682220748755419,1.0339557547886695,0.7978723404255319,0.1196808510638298,1.6223404255319143,0.8776595744680851,0.5887219048185813,0.36488691201543566,-0.09434410671315116,-0.12452584958218497,-0.08476870840204657,-0.09827639016919822,0.014615377025186732,0.009058538075468955,-0.31946367091359446,-0.7161860728579861,0.10475955610357612,-0.2778389728304209,0.31587895529997745,0.19578020730448065,-0.39539334543652677,-0.4381451692993233,-0.33001869383228444,-0.38987545843429544,0.039630676909498314,0.024562896675374146,0.022542177864468473,0.02077324190971813,0.02818601660089317,0.023291122350383296,0.0027255257796827376,0.0016892673386653782,0.06747063005367489,-0.014764438964241733,0.1426232035518095,0.05895609214437874,0.0605921941541416,0.037554740933170454,0.07378102006298315,0.062112133801649,0.08122426144902688,0.07273108063611852,0.007020566380745138,0.004351312166750249,184.84100831674883,381.1883597883598
University Hospitals Dorset Stroke Service,10.619469026548673,5.707964601769912,12.477876106194689,9.646017699115044,2.653227943571547,1.6444574989972924,0.0,0.0,0.0,0.0,0.0,,-0.06143006753750011,-0.10520842745415572,-0.005421180631385926,-0.061901315413309455,0.03712521119466545,0.023010021471711342,,,,,,,-0.39097547495849894,-0.4241908138536525,-0.36926154607693445,-0.39591082964736235,0.02032054040996286,0.0125945699998391,0.016456530847252047,0.0059743646876442204,0.024627132780357015,0.016541479233745944,0.006936954490643066,0.004299489932623392,,,,,,,0.07293230791578116,0.069171887314076,0.07883438816006123,0.07384919907283623,0.0035727333777452685,0.0022143623992752076,195.86894688644688,
University Hospitals of North Tees and Hartlepool,15.789473684210524,12.324561403508772,16.76315789473684,15.21052631578947,1.7911355658823893,1.1101369259179243,0.08771929824561403,0.0,0.3508771929824561,0.14035087719298245,0.16121694446889148,0.09992146130513929,-0.11006135493439956,-0.11979615312548757,-0.09540719971644615,-0.10921869523295606,0.009439657187230912,0.005850652631303771,-0.2707879801299943,-0.586125257459357,0.07015477093462127,-0.26325695844315516,0.317326799788507,0.19667757412602077,-0.43633061416900043,-0.4533619796468692,-0.40701275325378994,-0.4323766033797508,0.01792727248143701,0.011111234426764927,0.02550460808755541,0.022777895813788206,0.027285231033694405,0.025334915184053418,0.0017464404430112396,0.0010824351107941443,0.05767875400864124,-0.008037016408333295,0.11838415559702808,0.056205116117880156,0.06107611925369201,0.03785467530587929,0.08093299904848505,0.07580371013491814,0.08395306836347413,0.0802418653821289,0.003148692250277184,0.0019515438149776687,168.7333833973946,364.3
Warwick Hospital,2.366863905325444,1.183431952662722,4.142011834319527,2.662721893491125,1.1244333580859351,0.6969182094991988,0.0,0.0,0.3254437869822479,0.0591715976331361,0.18711702131173846,0.11597420026864227,-0.07142828166889251,-0.11654149110271936,-0.036452207953938984,-0.0749002642601513,0.029302008275503447,0.018161239165704182,,,,,,,-0.34471673825468807,-0.5535426744528386,-0.27221986128388725,-0.3846961665153394,0.11255849699780696,0.06976319728290864,0.018337330692812515,0.01177578567330182,0.02673621515094563,0.018952116491264784,0.0054852210111030674,0.0033997127337742853,,,,,,,0.06491381241969146,0.05190709744030833,0.10152550637667315,0.07184061042237788,0.019831117049653568,0.012291227832425575,199.27261904761906,
Watford General Hospital,15.981735159817351,13.858447488584474,17.477168949771688,15.89041095890411,1.345117266075233,0.833696999380523,1.9406392694063925,1.1187214611872145,3.1963470319634704,1.9863013698630136,0.7303557451452103,0.4526708626560978,-0.10276457340778328,-0.1126665890095155,-0.08018385120615859,-0.0997719910985764,0.012177215243477348,0.007547377515210646,-0.3565827917304156,-0.3978904248305643,-0.2428520837327426,-0.3345274136235831,0.06100909150135427,0.03781313183795382,-0.4024748158188234,-0.4302720240901213,-0.36772282396509354,-0.40350098957748015,0.024119982891529192,0.014949445575440812,0.024132368878989834,0.019920601627466093,0.02597216667987375,0.02357472205496316,0.002266487307970646,0.001404757574261544,0.07454404156500058,0.05268377549874895,0.08239516946364461,0.0702907789734184,0.01168472274998159,0.007242133114294683,0.07488906393248962,0.06871431883908695,0.07984904673961168,0.0750924505971691,0.004289231783382419,0.002658444551743258,181.15983345194115,330.72579365079366
West Suffolk Hospital,8.779443254817988,7.901498929336189,9.967880085653105,8.907922912205567,0.7700844516351849,0.4772945175784695,0.10706638115631692,0.0,0.21413276231263384,0.10706638115631692,0.11285787509523124,0.06994875034047301,-0.09190013202719385,-0.10720712757852698,-0.06841797801552094,-0.09030700623274143,0.014643017520231174,0.009075669516987933,-0.5937389923564744,-0.6284659456908496,-0.4603009185246533,-0.5571793180981611,0.09864426380387158,0.06113922467098032,-0.4261456297636987,-0.4516674235480689,-0.4016370427714133,-0.42601483259866757,0.019049864541025353,0.011807011408602353,0.022123438716773927,0.01772272356802757,0.024963080891114167,0.02182169590459235,0.0027318451564653386,0.0016931840570024934,0.11999518547124427,0.09466532622153842,0.12653007913459133,0.1130340871059262,0.018700966519613667,0.01159076614815048,0.07910754343138983,0.07478034765569545,0.08360808683318088,0.07907513971416384,0.0033643256690869313,0.002085192336754804,178.0964900460695,286.2
West Wales General,15.608465608465607,11.349206349206348,18.62433862433862,15.291005291005291,2.5974471341023446,1.609884830390353,0.0,0.0,0.5291005291005291,0.10582010582010581,0.22308837108771634,0.13826906416508317,-0.08380122246212947,-0.10229996728645464,-0.052006964986549296,-0.08045585113842978,0.01855116069887022,0.011497917244643385,,,,,,,-0.4013542974745735,-0.4557935875789717,-0.3649959592939312,-0.40320260149025067,0.034409958226401756,0.02132712117053126,0.02063273702504608,0.014670422864298871,0.024066246092217334,0.019989640864957414,0.003461610394561693,0.002145488926323172,,,,,,,0.07467148065894832,0.06835997440322182,0.08424389495191704,0.07500423483259461,0.006052219892779145,0.0037511358239593617,187.84287127004313,
Weston General Hospital,8.46153846153846,5.256410256410256,11.564102564102564,8.564102564102564,2.1763845856959643,1.3489123545985802,1.0256410256410255,0.7435897435897435,2.615384615384614,1.4358974358974357,0.7567843973052532,0.4690512099753975,-0.10064769552799861,-0.11839998917855757,-0.07376663911798148,-0.09770558695271106,0.015652853503790032,0.009701560843040108,-0.20799483948260916,-0.40076516273186424,0.10475955610357612,-0.1694633969064644,0.18366217892293182,0.1138329061186647,-0.4354137412183159,-0.48801103347704594,-0.36562420103813154,-0.4329002183208373,0.04584652344604555,0.02841544748029362,0.02375640997596258,0.018718238675786678,0.027030796587061878,0.023195588911554602,0.0029203516714924583,0.001810019458573349,0.04587071752376892,-0.014764438964241733,0.0824316514995948,0.03823808859142584,0.03535925539982144,0.02191549084279757,0.080681450473789,0.06849147344181494,0.08998994920756989,0.0802739509242564,0.00802413535804923,0.004973319233458298,172.84925064634143,445.675
Whiston Hospital HASU,15.015479876160992,13.452012383900929,17.159442724458206,15.061919504643964,1.3942395609838134,0.8641427537402606,1.0061919504643964,0.6888544891640868,1.6640866873065008,1.08359133126935,0.3929707484965897,0.24356131775919154,-0.10829857799159141,-0.12706024705147717,-0.09309894964035938,-0.10765944929488491,0.013492015380290361,0.008362284108480708,-0.4377896815121415,-0.5558876587024663,-0.2417765284162381,-0.41707428884321773,0.11061449955353485,0.06855831732413603,-0.4407803531846922,-0.4665884155646457,-0.4004931698045215,-0.4365694848446857,0.022782014247595236,0.01412017925655129,0.02516717901187055,0.02234661676088943,0.02862950464840994,0.025042184767643534,0.002501544716150598,0.001550444988157866,0.09012019477146735,0.05210340201991859,0.1125701497176549,0.08597299652362698,0.021309597631939497,0.013207582752685146,0.0816353289648031,0.07454214591724362,0.08621758707060839,0.08090311348163103,0.004017572157284036,0.0024900712650097606,167.37764857604577,302.51026556776554
William Harvey Hospital,11.11111111111111,9.53125,13.611111111111109,11.319444444444445,1.46584631472107,0.9085242639860684,0.3472222222222222,0.0,0.6944444444444444,0.3819444444444445,0.25620305117104925,0.1587933783770877,-0.09782082598105482,-0.11267031161506398,-0.0776903533655639,-0.097636179771586,0.012405045187066194,0.007688585382457244,-0.4354974162981614,-0.6887123870842335,-0.23304262527300712,-0.4613419485875012,0.1921944885635472,0.11912118924800241,-0.43631300836521836,-0.4817860100115743,-0.40348276092002944,-0.43720478754920283,0.02826648032692749,0.017519424087364288,0.023235558128319234,0.019472913265526085,0.02597405418347358,0.02319180877617134,0.0023099852848370885,0.0014317174042386659,0.08981727678912939,0.050868854504220434,0.13780808590107219,0.09456868146060485,0.03666023525164767,0.022721831692087788,0.08092125596447054,0.07524136237040181,0.0888091547706068,0.0810477178912061,0.004917394618207964,0.003047776756246484,171.725233221972,287.375
Wirral Arrowe Park Hospital,9.41385435168739,7.548845470692718,11.563055062166962,9.733570159857905,1.4973543132945966,0.9280527649797996,0.6216696269982238,0.25754884547069273,0.8880994671403196,0.6394316163410302,0.2539681538132293,0.1574082000970003,-0.10765922992172827,-0.12298580325028761,-0.09129162002473544,-0.10751568523618098,0.010902258431832007,0.0067571656169500005,-0.2628837348098526,-0.5219754107295118,-0.07952865486909223,-0.2821411375368913,0.16295995335568533,0.10100176955443685,-0.43964367158697515,-0.4631167409575507,-0.4191023928936779,-0.4393305783530025,0.015898393904767726,0.009853745563796146,0.025050021133424707,0.02202466141419975,0.027897981229822344,0.025025069053912042,0.002019317846772463,0.001251563170073515,0.056519103770330065,0.020982358746376266,0.10637835694373489,0.060175508209472775,0.031444848217506594,0.019489360716781534,0.08149974747019,0.07789149777434913,0.08561125197731498,0.08145407581587519,0.002778886271007672,0.0017223399061098987,166.6356489046191,345.0716666666667
Withybush General Hospital,18.229166666666664,15.338541666666666,19.557291666666664,17.65625,1.6369235508782174,1.014557085096662,0.0,0.0,0.5208333333333333,0.20833333333333331,0.2689571768199595,0.16669832209567048,-0.080330215051673,-0.09307579907992274,-0.05846723629931823,-0.0760311013027924,0.014991169189241808,0.00929145219192927,0.10475955610357612,0.10475955610357612,0.10475955610357612,0.10475955610357612,0.0,,-0.4083720577207207,-0.4677971843821635,-0.35012787980633076,-0.4083534604822841,0.04293276971720508,0.02660951739379941,0.019954281145973224,0.01589348694936406,0.022359071726987145,0.01916528370328039,0.0027959093709635945,0.001732890738897007,-0.014764438964241733,-0.014764438964241733,-0.014764438964241733,-0.014764438964241733,0.0,,0.07595442611252959,0.06564233099040308,0.08644217450675547,0.07595695518193414,0.007597632548811236,0.004708974911028646,188.7473730553297,703.0
Worcestershire Royal Hospital,9.898477157360407,7.5972927241962775,10.922165820642979,9.509306260575295,1.2657097486902043,0.7844806145776442,0.1692047377326565,0.0,0.4314720812182739,0.16920473773265648,0.1783574540422098,0.11054506398985077,-0.07730802061438713,-0.10967632995756768,-0.06525115572918902,-0.08425510241990239,0.016510684369187942,0.01023324015197126,-0.37479955127424613,-0.5163658350856931,-0.18648369696753916,-0.3635586483916166,0.1426663454082675,0.08842389216109087,-0.395255544609042,-0.4168997380443778,-0.3556104689615957,-0.3880872931704219,0.024292466519355498,0.015056350071121438,0.01940302822996842,0.017156834454548263,0.02544678272953877,0.020703054930562164,0.003077758875065226,0.0019075796613967043,0.0782993929739125,0.04182988277360808,0.10534098019036027,0.07596177309199795,0.02747887036216235,0.017031267343809275,0.07364829944226395,0.06660584544548902,0.07754054814972972,0.07239766320792397,0.004321717814864197,0.002678579232674949,191.6402227567491,319.2
Worthing Hospital,12.57995735607676,10.831556503198295,15.127931769722814,12.665245202558634,1.551285663767824,0.961479148088582,0.42643923240938164,0.21321961620469082,0.970149253731343,0.5330490405117271,0.27063870312238475,0.16774052374460313,-0.10301146610621867,-0.12731540691859328,-0.08671897619788504,-0.10652977161853974,0.015459429679150245,0.009581677717399026,-0.2940358486441548,-0.7746753855998458,-0.023143015304564973,-0.34574566551476926,0.26788372198688243,0.16603300012272593,-0.41028542686385183,-0.4531105384989271,-0.37496324079720206,-0.4143013392273288,0.029183305721149678,0.01808766791219385,0.02418091813621597,0.021145701931524007,0.028692006920179442,0.024834686692508608,0.002872466407514194,0.001780340409839029,0.06247853432144375,0.010106168722793532,0.15328957342537347,0.07198150307911819,0.051000335158838124,0.03160975437731554,0.07630213686500933,0.0701432066971438,0.08387223778417777,0.07704200921671517,0.005129949719256232,0.003179517351967198,171.66803276674642,329.21333333333337
Wycombe General Hospital,13.778877887788779,13.036303630363037,14.628712871287126,13.795379537953796,0.6878987107090637,0.42635620362618987,1.2376237623762376,0.7178217821782178,1.7409240924092408,1.2706270627062706,0.3734707414030353,0.23147531023270274,-0.11820427493162446,-0.13702531515864025,-0.10590606090908482,-0.11964739154848533,0.012577071271353659,0.007795206294925416,-0.3428991003753128,-0.5873191431332538,-0.07832267085420794,-0.3387154450056923,0.18521851221322339,0.1147975137605976,-0.44183863248824506,-0.47120683435815297,-0.4289208564245875,-0.44858136104770274,0.018067024677304453,0.011197852143517206,0.026994953097298286,0.02471979228016696,0.03048615621031922,0.02726522135637155,0.0023325196406654637,0.0014456840860372737,0.07158360094664619,0.02063758167559107,0.11803967385069197,0.07060654205127458,0.0354541587898745,0.021974311492501314,0.08188845432260419,0.07959282087752982,0.08696004827196403,0.08303813042606047,0.0031550255734546203,0.001955469177221031,159.43539059706725,379.2038383838384
Yeovil District Hospital,14.967105263157894,12.467105263157894,17.94407894736842,15.164473684210526,2.0363468767984907,1.2621176782886128,0.8223684210526315,0.47697368421052627,1.496710526315789,0.8881578947368421,0.3814150686606598,0.2363991648019802,-0.09486012780412056,-0.10795916916899456,-0.07859630726021768,-0.09323119019283103,0.010787550488653139,0.00668607020360186,-0.02355356938394798,-0.3492894818876572,0.10475955610357612,-0.0695646942530453,0.18916987606881697,0.11724654944912231,-0.40335637357355103,-0.435316110141014,-0.3448137708658115,-0.39896196901128506,0.0330230426655832,0.020467517795710044,0.022635230950569265,0.019626900650143032,0.02510091245063687,0.022353487228156804,0.0020149490409627894,0.001248855405935577,0.010188556531329468,-0.014764438964241733,0.07285645300059124,0.01897516168876643,0.03653886253901882,0.022646605487743103,0.07514382503523379,0.0647156038916863,0.08078667379439833,0.07434610476938411,0.005871878890004618,0.0036393613663188856,185.29720113966533,518.0733333333333
York Hospital,10.93969144460028,9.361851332398317,13.32398316970547,11.542776998597475,1.647659612236557,1.021211242593079,0.3506311360448808,0.1402524544179523,0.6381486676016829,0.364656381486676,0.20053866843877713,0.12429287048332563,-0.09976257642328626,-0.11871423891650516,-0.09159142082316638,-0.10182187858365191,0.010543011793014156,0.006534506334838583,-0.44129922540196465,-0.6076625269732839,-0.2909568657578979,-0.44739127572737747,0.11134958557954665,0.06901391999137463,-0.4107351616984098,-0.43775700946135204,-0.3935081841862097,-0.41269104031235565,0.0164511907998577,0.010196366333246332,0.023597909910112326,0.02207515920925598,0.027113265207899268,0.02397561541085264,0.0019585707374324465,0.0012139124134777114,0.0907275074441943,0.062124086825270736,0.12257238853138887,0.09203800614077548,0.02124205828379532,0.013165722200220303,0.07652651148073147,0.07337548954536495,0.08117804586206868,0.07679502235391238,0.0028994784392920633,0.0017970823329473973,174.87664305982645,291.22833333333335
Ysbyty Gwynedd,11.466165413533833,9.323308270676693,13.19548872180451,11.353383458646618,1.4484394262456028,0.8977355609810935,0.0,0.0,0.0,0.0,0.0,,-0.07859494714142559,-0.09538718869198799,-0.05831793457325743,-0.07794326831392466,0.013157301974707237,0.008154830402454544,,,,,,,-0.34941321385077473,-0.3799114330217786,-0.295096868943613,-0.34316013134064866,0.03061844918753041,0.018977162703300965,0.01964739821273427,0.015857052129400657,0.022802314417152462,0.019527555458521247,0.0024638359310101394,0.0015270732704535696,,,,,,,0.06563067763534557,0.05593339466209876,0.07100700573336526,0.06449221017613653,0.005448373489821392,0.0033768748231311693,203.13943346833045,
